"course_name","course_rating","course_provider","course_review_num","course_terms"
"SAP - SAP HANA",9,"Udemy","25","sap sap hana"
"eBay Starter: How to Sell Used Items on eBay and Amazon",9,"Udemy","25","ebay starter how to sell use item on ebay and amazon"
"CCNP ROUTE 2015 Video Boot Camp With Chris Bryant",9,"Udemy","24","ccnp rout video boot camp with chris bryant"
"Eye-catching presentations using Microsoft PowerPoint 2010",9,"Udemy","23","eye catch present use microsoft powerpoint"
"These Companies Want All Of Your Photographs: Make Top Money",9,"Udemy","24","these compani want all of your photograph make top money"
"Business Development For Startups and Tech Companies",9,"Udemy","23","busi develop for startup and tech compani"
"Become a SpeedDemon: Automation & Efficiency to Reclaim Time",9,"Udemy","23","becom a speeddemon autom effici to reclaim time"
"Lean Finance for Startups",9,"Udemy","25","lean financ for startup"
"CCNP 2015 All-in-One Video Boot Camp With Chris Bryant",9,"Udemy","24","ccnp all in one video boot camp with chris bryant"
"Elite Singing Techniques - Phase I",9,"Udemy","24","elit sing techniqu phase i"
"Introduction to Computer Science and Programming Using Python",9,"edX","24","introduct to comput scienc and program use python"
"A Blender Quickstart",9,"Udemy","24","a blender quickstart"
"Udemy Mastery - How To Build Ultra Profitable Udemy Courses",9,"Udemy","23","udemi masteri how to build ultra profit udemi cours"
"SAP - SAP ABAP",9,"Udemy","22","sap sap abap"
"Introduction to Sociology",9,"edX","23","introduct to sociolog"
"How to Create Stunning & Effective Presentations with Prezi",9,"Udemy","22","how to creat stun effect present with prezi"
"Beginners Ruby Programming Training - No Experience Required",9,"Udemy","23","beginn rubi program train no requir"
"Learn Time Management, Get Organized & Get Everything Done",9,"Udemy","23","learn time manag get organ get everyth done"
"How to Create Epic Presentations & Videos with Prezi",9,"Udemy","22","how to creat epic present video with prezi"
"SAP - SAP Security",9,"Udemy","23","sap sap secur"
"I.T. Project Management for Beginners: A Step-by-Step Guide",9,"Udemy","23","i t project manag for beginn a step by step guid"
"The Ultimate Guide to Funnel Optimization",9,"Udemy","23","the ultim guid to funnel optim"
"Easy Online Business for Increasing Income & Profits",9,"Udemy","21","easi onlin busi for increas incom profit"
"Video Marketing: Learn DSLR Video and Start Making Money",9,"Udemy","21","video market learn dslr video and start make money"
"Learn To Run Linux Servers From Scratch (LPI Level 1-101)",9,"Udemy","21","learn to run linux server from scratch lpi level"
"CoffeeScript",9,"Code School","21","coffeescript"
"Kinetic Typography: Make fun graphics videos from scratch!",9,"Udemy","22","kinet typographi make fun graphic video from scratch"
"Introductory Psychology -- A Video Textbook",9,"Udemy","21","introductori psycholog a video textbook"
"Facebook Marketing: A Step-by Step to your first 1000 Fans!",9,"Udemy","21","facebook market a step by step to your first fan"
"SQL Database for Beginners",9,"Udemy","22","sql databas for beginn"
"Get Your Dream Job - Blueprint for Winning any Job Interview",9,"Udemy","22","get your dream job blueprint for win ani job interview"
"YouTube Ranking & Optimization Mastery - Be No.1 On YouTube",9,"Udemy","22","youtub rank optim masteri be no on youtub"
"You're Hired: How to Get a Job in Product Management",9,"Udemy","21","you re hire how to get a job in product manag"
"Certified WhiteHat Hacker Level 1",9,"Udemy","21","certifi whitehat hacker level"
"How to Survive Your PhD",9,"edX","21","how to surviv your phd"
"Node Program: From 0 to Hero with Nodejs, MongoDB&Expressjs",9,"Udemy","21","node program from to hero with nodej mongodb expressj"
"iOS 8 and Swift - How to Make a """"Freaking"""" iPhone App",9,"Udemy","21","io and swift how to make a freak iphon app"
"Learn Node.js and MongoDB from Scratch by Examples",9,"Udemy","21","learn node js and mongodb from scratch by exampl"
"Introduction to Computational Thinking and Data Science",9,"edX","21","introduct to comput think and data scienc"
"Create Awesome Videos That Thrive on Social Media & YouTube",9,"Udemy","21","creat awesom video that thrive on social media youtub"
"I Want to Create an App But Don't Know Where to Start!",9,"Udemy","21","i want to creat an app but don t know where to start"
"Learning CSS3 - A Comprehensive Tutorial For Web Developers",9,"Udemy","21","learn css a comprehens tutori for web develop"
"Learn Complete Web Development From Scratch",9,"Udemy","20","learn complet web develop from scratch"
"War for the Greater Middle East",9,"edX","20","war for the greater middl east"
"How to Stop Doing Busywork, Start Doing Your Best Work",9,"Udemy","21","how to stop do busywork start do your best work"
"Programming for Everybody (Python)",9,"Coursera","20","program for everybodi python"
"Algebra I (Beginning Algebra)",9,"Udemy","21","algebra i begin algebra"
"Scalable Machine Learning",9,"edX","20","scalabl machin learn"
"Algorithms, Part I",9,"Coursera","20","algorithm part i"
"Accounting II",9,"StraighterLine","21","account ii"
"Master Hadoop Cluster Administration",9,"Udemy","21","master hadoop cluster administr"
"Learn Microsoft Excel 2010 Advanced Course",9,"Udemy","21","learn microsoft excel advanc cours"
"PMI-ACP Exam Prep",9,"Udemy","20","pmi acp exam prep"
"The Science of Getting Rich: Give Value. Have Fun. Be Nice.",9,"Udemy","20","the scienc of get rich give valu have fun be nice"
"Beginning Mobile Game Development",9,"Udemy","20","begin mobil game develop"
"Introduction to PHP Programming Language",9,"Udemy","20","introduct to php program languag"
"Introduction to Business",9,"StraighterLine","20","introduct to busi"
"Earn Money Making a Candy Crush* iPhone Game Today. iOS Code",9,"Udemy","20","earn money make a candi crush iphon game today io code"
"The Engineering of Structures Around Us",9,"edX","20","the ing of structur around us"
"Market Research Fast Track",9,"Udemy","20","market research fast track"
"Essential SEO Training For Successful Web Marketing",9,"Udemy","20","essenti seo train for success web market"
"Financial Modeling and Valuation Course",9,"Udemy","20","financi model and valuat cours"
"Python",9,"Codecademy","19","python"
"The Ultimate Guide To Hiring Experts For $5 - On Fiverr",9,"Udemy","19","the ultim guid to hire expert for on fiverr"
"Supply Chain Design",9,"edX","19","suppli chain design"
"Arduino Step by Step: Your complete guide",9,"Udemy","19","arduino step by step your complet guid"
"Design Your User Experience in 7 Simple Steps",9,"Udemy","19","design your user in simpl step"
"App Store Optimization - App Store SEO",9,"Udemy","19","app store optim app store seo"
"Typographic Logos: Typography and Lettering for Logo Design",9,"Udemy","20","typograph logo typographi and letter for logo design"
"Simple and Effective: Copywriting lessons to 3X Your Sales",9,"Udemy","20","simpl and effect copywrit lesson to x your sale"
"Design of Computer Programs",9,"Udacity","19","design of comput program"
"Web Development",9,"Udacity","19","web develop"
"Iphone Camera Essentials",9,"Udemy","19","iphon camera essenti"
"Optimization & A/B Testing Statistics",9,"Udemy","19","optim a b test statist"
"Keyword Research and Search Engine Optimization Fast Track",9,"Udemy","19","keyword research and search engin optim fast track"
"Sales and Persuasion Skills for Startups",9,"Udemy","19","sale and persuas skill for startup"
"Become an Android Developer from Scratch",9,"Udemy","19","becom an android develop from scratch"
"Viral Marketing Online",9,"Udemy","19","viral market onlin"
"Productivity & Time Management Techniques & Hacks",9,"Udemy","19","product time manag techniqu hack"
"Building and Selling a Niche Website From Scratch",9,"Udemy","19","build and sell a nich websit from scratch"
"iOS School: iOS Development Code Camp",9,"Udemy","19","io school io develop code camp"
"Learning Dynamic Website Design - PHP MySQL and JavaScript",9,"Udemy","19","learn dynam websit design php mysql and javascript"
"Learn E-Commerce Website in PHP & MySQLi From Scratch!",9,"Udemy","18","learn e commerc websit in php mysqli from scratch"
"Embedded Systems - Shape The World",9,"edX","19","embed system shape the world"
"Ruby on Rails en español",9,"Udemy","18","rubi on rail en español"
"How To Start A Business: Turning Ideas Into Income",9,"Udemy","18","how to start a busi turn idea into incom"
"Think Clearly with Visual Notes",9,"Udemy","18","think clear with visual note"
"Web Application Development - Learn by Building 3 Web Apps",9,"Udemy","18","web applic develop learn by build web app"
"Master Polite English",9,"Udemy","18","master polit english"
"AJAX Basics",9,"Treehouse","19","ajax basic"
"SEO Crash Course for WordPress Users",9,"Udemy","19","seo crash cours for wordpress user"
"How to Write an Effective Grant",9,"Udemy","19","how to write an effect grant"
"Platform Game Creation With Construct 2 (HTML5)",9,"Udemy","18","platform game creation with construct html"
"AWS Certified Solutions Architect (2013)",9,"Udemy","18","aw certifi solut architect"
"Discover the secret of Mental Math, become a Math Magician",9,"Udemy","18","discov the secret of mental math becom a math magician"
"Fundamentals of Immunology, Part 1",9,"edX","18","fundament of immunolog part"
"Create a HTML5 Game from Scratch",9,"Udemy","18","creat a html game from scratch"
"SEO Your Resume: Bypass HR with Keyword Optimization",9,"Udemy","18","seo your resum bypass hr with keyword optim"
"Desarrollo Web Desde Cero",9,"Udemy","18","desarrollo web desd cero"
"Desarrollador Web Profesional",9,"Udemy","18","desarrollador web profesion"
"Career Catalyst",9,"Udemy","18","career catalyst"
"Making Interactive PDFs from InDesign",9,"Udemy","18","make interact pdfs from indesign"
"eBay Profits: How To Make Money on eBay with No Inventory",9,"Udemy","17","ebay profit how to make money on ebay with no inventori"
"ET.3034TU: مقدمة إلى أنظمة الخلايا الشمسية - الجزء الأول",9,"Edraak","17","et tu"
"SAP FICO",9,"Udemy","18","sap fico"
"Introduction to Microsoft Project 2013",9,"Udemy","17","introduct to microsoft project"
"Salary Negotiation: How to Negotiate a Raise or Promotion",9,"Udemy","17","salari negoti how to negoti a rais or promot"
"Conversational English Skills",9,"edX","17","convers english skill"
"How To Get Tons Of Targeted Traffic To Your Site",9,"Udemy","17","how to get ton of target traffic to your site"
"Become SuperHuman: Unlock the Body and Mind of Your Dreams",9,"Udemy","17","becom superhuman unlock the bodi and mind of your dream"
"SAP PS",9,"Udemy","18","sap ps"
"The Science of Happiness",9,"edX","17","the scienc of happi"
"Microsoft Outlook 2013 Training - A Definitive Course",9,"Udemy","17","microsoft outlook train a definit cours"
"Facebook Marketing and Advertisement Strategies for Business",9,"Udemy","17","facebook market and advertis strategi for busi"
"Complete SEO Training - Drive Organic Traffic from Google!",9,"Udemy","17","complet seo train drive organ traffic from googl"
"Facebook Marketing: Guide To Your First 30,000 Targeted Fans",9,"Udemy","17","facebook market guid to your first target fan"
"Start video editing with Adobe Premiere Pro! Complete guide",9,"Udemy","17","start video edit with adob premier pro complet guid"
"How to Work for Yourself",9,"Udemy","17","how to work for yourself"
"Boost Your Income From Home-How To Start An Online Business",9,"Udemy","17","boost your incom from home how to start an onlin busi"
"Learn XML Crash Course",9,"Udemy","17","learn xml crash cours"
"The Resume that will do the Job!",9,"Udemy","17","the resum that will do the job"
"Video Foundations Course",9,"Udemy","17","video foundat cours"
"Your Website Online Today - With No Coding or Web Designer",9,"Udemy","16","your websit onlin today with no code or web design"
"Branding: How to Brand Yourself and Your Business",9,"Udemy","16","brand how to brand yourself and your busi"
"Transform Your Passions & Interests Into A Cash Machine",9,"Udemy","16","transform your passion interest into a cash machin"
"The Art of Meaning: Make Your Life Matter",9,"Udemy","16","the art of mean make your life matter"
"Multi-Media Marketing: Don't compete. Dominate Your Market!",9,"Udemy","16","multi media market don t compet domin your market"
"Public Relations - learn the free PR publicity secrets",9,"Udemy","16","public relat learn the free pr public secret"
"Learn Java Script Server Technologies From Scratch",9,"Udemy","17","learn java script server technolog from scratch"
"Aprender a leer a los 3: Método Doman en preescolar",9,"Udemy","16","aprend a leer a los método doman en preescolar"
"Aprenda os passos para alcançar objetivos e metas",9,"Udemy","16","aprenda os passo para alcançar objetivo e meta"
"Leveraging YouTube to Drive Sales and Traffic",9,"Udemy","16","leverag youtub to drive sale and traffic"
"Discover The 1 Thing You Were Born To Do In 5 Easy Steps!",9,"Udemy","16","discov the thing you were born to do in easi step"
"Cake Decorating For Fun and Profit",9,"Udemy","16","cake decor for fun and profit"
"Become a Top Internet Marketing Coach",9,"Udemy","16","becom a top internet market coach"
"Write a Resume Employers Can't Resist!",9,"Udemy","16","write a resum employ can t resist"
"Getting Started as a Wedding and Event Planner",9,"Udemy","16","get start as a wed and event planner"
"Learn HTML5 At Your Own Pace. Ideal for Beginners",9,"Udemy","16","learn html at your own pace ideal for beginn"
"FEW CLICK & Create Any Promo Video in Proshow",9,"Udemy","16","few click creat ani promo video in proshow"
"Create an Engaging Website with Twitter Bootstrap 2.x",9,"Udemy","16","creat an engag websit with twitter bootstrap x"
"How to rank videos on YouTube",9,"Udemy","16","how to rank video on youtub"
"Break Into Freelance Writing With No Experience",9,"Udemy","16","break into freelanc write with no"
"Accessibility Features of iOS for the iPad and iPhone",9,"Udemy","16","access featur of io for the ipad and iphon"
"Secrets to Getting Dates During the Day",9,"Udemy","16","secret to get date dure the day"
"How to double your royalties - get your eBook into print",9,"Udemy","16","how to doubl your royalti get your ebook into print"
"Fundamentals of Immunology, Part 2",9,"edX","16","fundament of immunolog part"
"Behavioral Economics in Action",9,"edX","16","behavior econom in action"
"Speak Up! Stand Out and be HAPPY",9,"Udemy","16","speak up stand out and be happi"
"Statistics for Business – I",9,"edX","16","statist for busi i"
"SEO Course for Beginners",9,"Udemy","16","seo cours for beginn"
"Administre Proyectos con MS Project 2010",9,"Udemy","16","administr proyecto con ms project"
"Jazz Guitar: Painless Scale Positions",9,"Udemy","16","jazz guitar painless scale posit"
"Create a Photo Sharing App for iOS with Parse in 4 Hours",9,"Udemy","15","creat a photo share app for io with pars in hour"
"Microsoft Access 2010 Tutorial - Learn At Your Own Pace",9,"Udemy","15","microsoft access tutori learn at your own pace"
"Learn to Use jQuery UI Widgets",9,"Udemy","15","learn to use jqueri ui widget"
"Appcelerator Titanium: Creating Apps with Classic & Alloy",9,"Udemy","16","appceler titanium creat app with classic alloy"
"Introduction to 3D Animation with Autodesk Maya",9,"Udemy","15","introduct to d anim with autodesk maya"
"How to Start a Career as a Work at Home Virtual Assistant",9,"Udemy","15","how to start a career as a work at home virtual assist"
"Seeing the Big Picture: Business & Financial Acumen Training",9,"Udemy","15","see the big pictur busi financi acumen train"
"Introduction to Criminal Justice",9,"StraighterLine","16","introduct to crimin justic"
"Startup & Go - First Steps to Building a Technology Company",9,"Udemy","16","startup go first step to build a technolog compani"
"Compilers",9,"Coursera","15","compil"
"Moralities of Everyday Life",9,"Coursera","15","moral of everyday life"
"Adobe Photoshop CS6 Tutorial. Self-Paced and Easy to Follow",9,"Udemy","15","adob photoshop cs tutori self pace and easi to follow"
"Essential Wordpress Basic Training",9,"Udemy","15","essenti wordpress basic train"
"How to DRAFT a Business Plan?",9,"Udemy","15","how to draft a busi plan"
"Spring Framework 4 Tutorial",9,"Udemy","15","spring framework tutori"
"Swift - Learn by doing",9,"Udemy","15","swift learn by do"
"eCommerce Secrets: How to Start an eCommerce Business",9,"Udemy","15","ecommerc secret how to start an ecommerc busi"
"Rails Testing for Zombies",9,"Code School","15","rail test for zombi"
"The Truth About Forex: Forex Brokers and why you will lose!",9,"Udemy","15","the truth about forex forex broker and whi you will lose"
"How to Write a Great Book Fast",9,"Udemy","15","how to write a great book fast"
"Getting Started with Ruby on Rails",9,"Udemy","15","get start with rubi on rail"
"Anatomy & Physiology II",9,"StraighterLine","15","anatomi physiolog ii"
"Personal Finance",9,"StraighterLine","14","person financ"
"Mobile App Design: Learn UI/UX and Profitable Freelancing",9,"Udemy","15","mobil app design learn ui ux and profit freelanc"
"Graphic Design for Entrepreneurs...Who Can't Draw",9,"Udemy","15","graphic design for entrepreneur who can t draw"
"Vet Your Startup Ideas With the Startup Matrix",9,"Udemy","15","vet your startup idea with the startup matrix"
"PHP Punch in the Face",9,"Udemy","15","php punch in the face"
"Podcasting with GarageBand for Teachers",9,"Udemy","15","podcast with garageband for teacher"
"Comprehensive ASP.net MVC",9,"Udemy","15","comprehens asp net mvc"
"Introduction to Oil Country Tubular Goods (OCTG)",9,"edX","15","introduct to oil countri tubular good octg"
"20 Strategies: How To Make Money Online",9,"Udemy","14","strategi how to make money onlin"
"Enter your Business successfully in LATIN countries!",9,"Udemy","14","enter your busi success in latin countri"
"Acoustic songwriting: Creating your own original songs",9,"Udemy","14","acoust songwrit creat your own al song"
"A Pro Tools gourmet training",9,"Udemy","14","a pro tool gourmet train"
"WordPress Guide - Beginner To Professional From Scratch",9,"Udemy","14","wordpress guid beginn to profession from scratch"
"I will life coach you to success on anything",9,"Udemy","14","i will life coach you to success on anyth"
"Learning Adobe Lightroom - Start Editing Photos Like a Pro",9,"Udemy","14","learn adob lightroom start edit photo like a pro"
"Economics of Money and Banking, Part One",9,"Coursera","14","econom of money and bank part one"
"Build & Publish a Word Search Puzzle Game for iOS, no coding",9,"Udemy","14","build publish a word search puzzl game for io no code"
"Introduction to Data Structures & Algorithms in Java",9,"Udemy","14","introduct to data structur algorithm in java"
"Develop iPhone and iPad apps with no programming experience",9,"Udemy","14","develop iphon and ipad app with no program"
"Desarrollo web con Laravel 4",9,"Udemy","14","desarrollo web con laravel"
"Build Your Brand: Blogging, SEO, SocialMedia & Relationships",9,"Udemy","14","build your brand blog seo socialmedia relationship"
"Learn jQuery: An In-depth Course For Beginners",9,"Udemy","14","learn jqueri an in depth cours for beginn"
"First Aid for Pets",9,"Udemy","14","first aid for pet"
"PRINCE2® Foundation Course - Management Plaza",9,"Udemy","14","princ foundat cours manag plaza"
"Micro Expressions Training & Body Language for Lie Detection",9,"Udemy","14","micro express train bodi languag for lie detect"
"Videocurso de Marketing Digital para Hacer Crecer Tu Negocio",9,"Udemy","14","videocurso de market digit para hacer crecer tu negocio"
"The Amazon Blueprint Course: $3,000+/Month, Simple Lessons",9,"Udemy","14","the amazon blueprint cours month simpl lesson"
"Creating a Responsive HTML Email",9,"Udemy","14","creat a respons html email"
"Make 3,000$+ A Month In 2015 -No Product Or Website Creation",9,"Udemy","14","make a month in no product or websit creation"
"Ethical Hacking for Beginners",9,"Udemy","14","ethic hack for beginn"
"Java - The Beginners Series",9,"Udemy","14","java the beginn seri"
"German For Beginners",9,"Udemy","14","german for beginn"
"Zero to Hero: Build Your Online Business with WordPress",9,"Udemy","14","zero to hero build your onlin busi with wordpress"
"How to Plan and Outline Novels (Using Scrivener)",9,"Udemy","14","how to plan and outlin novel use scriven"
"Excel in College and Finish in Top 1% in the Toughest Exams",9,"Udemy","14","excel in colleg and finish in top in the toughest exam"
"Podcasting - From Zero To Hero",9,"Udemy","14","podcast from zero to hero"
"Master Logos Bible Software to Supercharge Your Bible Study",9,"Udemy","14","master logo bibl softwar to supercharg your bibl studi"
"How I make up to $1,000 a day as an online teacher, expert",9,"Udemy","14","how i make up to a day as an onlin teacher expert"
"Rank Your Mobile App Higher & Faster. The Express Guide.",9,"Udemy","14","rank your mobil app higher faster the express guid"
"Comprehensive Microsoft Excel",9,"Udemy","14","comprehens microsoft excel"
"Break Into The Programming Business",9,"Udemy","14","break into the program busi"
"Excel - Advanced Excel Course",9,"Udemy","14","excel advanc excel cours"
"Escape Email Overwhelm! In Under 1 Hour",9,"Udemy","14","escap email overwhelm in under hour"
"Design Your Own eBook Cover That Sells - Complete Guide",9,"Udemy","14","design your own ebook cover that sell complet guid"
"Learn iOS Programming from Scratch",9,"Udemy","14","learn io program from scratch"
"Drawing Cartoony Characters",9,"Udemy","14","draw cartooni charact"
"Introduction to Steel",9,"edX","14","introduct to steel"
"Investing in Oil for Monthly Income",9,"Udemy","14","invest in oil for month incom"
"Infinite Idea Generation for Blogging And Content Creation",9,"Udemy","13","infinit idea generat for blog and content creation"
"Learn Responsive Web Development from Scratch",9,"Udemy","13","learn respons web develop from scratch"
"Retirement: Introduction to Investing in the Stock Market",9,"Udemy","13","retir introduct to invest in the stock market"
"Logistics - Logistics and Supply Chain Management",9,"Udemy","13","logist logist and suppli chain manag"
"Stock Trading Ninja - Learn How To Make Money Trading Stocks",9,"Udemy","13","stock trade ninja learn how to make money trade stock"
"Java Data Structures",9,"Treehouse","13","java data structur"
"Networked Life",9,"Coursera","13","network life"
"Hacker's Guide To 35,000,000 Products",9,"Udemy","13","hacker s guid to product"
"Microsoft Word 2010 Tutorial - Learning Made Easy",9,"Udemy","13","microsoft word tutori learn made easi"
"Object-Oriented JavaScript",9,"Treehouse","13","object orient javascript"
"The Ultimate Guide to WordPress for Beginners",9,"Udemy","13","the ultim guid to wordpress for beginn"
"Asp.Net Web App On 3-Tier Architecture",9,"Udemy","13","asp net web app on tier architectur"
"Boosting Web Design Profits",9,"Udemy","13","boost web design profit"
"Google Analytics for Beginners",9,"Udemy","13","googl analyt for beginn"
"Excel 2013 Data Analyst Intermediate Training",9,"Udemy","13","excel intermedi train"
"Discrete-Time Signal Processing",9,"edX","13","discret time signal process"
"The Ultimate Mind Map Course for Education",9,"Udemy","13","the ultim mind map cours for educ"
"Projects in HTML5",9,"Udemy","13","project in html"
"Pressearbeit für glückliche Einzelunternehmer",9,"Udemy","13","pressearbeit für glücklich einzelunternehm"
"Páginas web dinámicas  con estética profesional",9,"Udemy","13","página web dinámica con estética profesion"
"Make an iPhone Arcade Game & Publish it. No need to program",9,"Udemy","13","make an iphon arcad game publish it no need to program"
"SAP FI",9,"Udemy","13","sap fi"
"Learn HTML 5 in 1 hour",9,"Udemy","13","learn html in hour"
"Anatomy for Figure Drawing: Mastering the Human Figure",9,"Udemy","12","anatomi for figur draw master the human figur"
"Amazing Photography Secrets",9,"Udemy","12","amaz photographi secret"
"Microsoft Project 2013 Beginners/Intermediate Training",9,"Udemy","13","microsoft project beginn intermedi train"
"How to publish your ebook on Amazon's Kindle",9,"Udemy","13","how to publish your ebook on amazon s kindl"
"Quality Engineering and Management: Fundamentals of Six-Sigma",9,"edX","13","qualiti ing and manag fundament of six sigma"
"Snapseed - The Definitive Guide",9,"Udemy","13","snapse the definit guid"
"Brand Management – Make Successful Sought After Brand",9,"Udemy","13","brand manag make success sought after brand"
"Intro to eXtensible Stylesheet Language Transformations",9,"Udemy","12","intro to extens stylesheet languag transform"
"Audio Editing with Adobe Audition for Voice Actors",9,"Udemy","12","audio edit with adob audit for voic actor"
"C Programming Language: Basic Lessons for Programmers",9,"Udemy","12","c program languag basic lesson for programm"
"The Power of Persuasion",9,"Udemy","12","the power of persuas"
"How to Make Money with Apps - Step by Step Real Case Study",9,"Udemy","12","how to make money with app step by step real case studi"
"Natural Language Processing",9,"Coursera","12","natur languag process"
"Airline Strategy: How to run an airline",9,"Udemy","12","airlin strategi how to run an airlin"
"Projects in Java",9,"Udemy","12","project in java"
"Startup: Ferramentas para começar seu negócio",9,"Udemy","12","startup ferramenta para começar seu negócio"
"Powerful speaking",9,"Udemy","12","power speak"
"Introduction to Actuarial Science",9,"edX","12","introduct to actuari scienc"
"Use VLOOKUP in Excel",9,"Udemy","12","use vlookup in excel"
"Make Money With Youtube Simple Videos",9,"Udemy","12","make money with youtub simpl video"
"Encuentre su Mejor Idea de Negocios y Haga Dinero con Ella",9,"Udemy","12","encuentr su mejor idea de negocio y haga dinero con ella"
"Think Like Jesus, Lead Like Moses",9,"Udemy","12","think like jesus lead like mose"
"Bright Marketing - more sales, more customers. Now.",9,"Udemy","12","bright market more sale more custom now"
"HTML & CSS - Learn to build sleek websites",9,"Udemy","12","html css learn to build sleek websit"
"Programming for Entrepreneurs - JavaScript",9,"Udemy","12","program for entrepreneur javascript"
"Do It Better — Brain Training++",9,"Udemy","12","do it better brain train"
"PMP - PMP Exam Prep Training",9,"Udemy","12","pmp pmp exam prep train"
"Google Chrome Developer Tools",9,"Udemy","12","googl chrome develop tool"
"Responsive Web Design: Made Easy",9,"Udemy","12","respons web design made easi"
"How To Rake In Thousands Of Facebook Page Likes Overnight!",9,"Udemy","12","how to rake in thousand of facebook page like overnight"
"Pitch for Success: Online Pitching Webinar",9,"Udemy","12","pitch for success onlin pitch webinar"
"Cosmology",9,"edX","12","cosmolog"
"Facebook Retargeting Pro (PPC Advertising)",9,"Udemy","12","facebook retarget pro ppc advertis"
"Web Development with WordPress: Create Professional Websites",9,"Udemy","12","web develop with wordpress creat profession websit"
"PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly",9,"Udemy","12","php mysql learn the easi way master php mysql quick"
"The Art of Travel Photography: Take Better Photos Yourself!",9,"Udemy","12","the art of travel photographi take better photo yourself"
"Photography for Kids: Project-Based Beginner Photography",9,"Udemy","12","photographi for kid project base beginn photographi"
"Projects In JavaScript & JQuery",9,"Udemy","12","project in javascript jqueri"
"ODI 11g Hands On Tutorials",9,"Udemy","12","odi g hand on tutori"
"Comprehensive Ruby on Rails",9,"Udemy","12","comprehens rubi on rail"
"Press Releases That Never Fail: Effective Business Promotion",9,"Udemy","12","press releas that never fail effect busi promot"
"Projects in CSS",9,"Udemy","12","project in css"
"Sharper skills using Microsoft Excel 2010 for business",9,"Udemy","12","sharper skill use microsoft excel for busi"
"How to Become a Great Entrepreneur (Complete Framework)",9,"Udemy","12","how to becom a great entrepreneur complet framework"
"Quicklessons Piano Course - Learn to Play Piano by Ear!",9,"Udemy","12","quicklesson piano cours learn to play piano by ear"
"How to Create a Million Dollar Course on Udemy",9,"Udemy","12","how to creat a million dollar cours on udemi"
"How to Upgrade Your Sales Skills And Boost Your Income",9,"Udemy","12","how to upgrad your sale skill and boost your incom"
"Master ScreenFlow 5.0 From Scratch",9,"Udemy","12","master screenflow from scratch"
"Sales and Persuasion Skills - An Art or A Science",9,"Udemy","12","sale and persuas skill an art or a scienc"
"Grammar Essentials: Boost Your Writing Skills",9,"Udemy","12","grammar essenti boost your write skill"
"Website Secrets: Get a Gorgeous Website on the Cheap",9,"Udemy","12","websit secret get a gorgeous websit on the cheap"
"CPA Marketing for Beginners- Step By Step CPA Money Making",9,"Udemy","12","cpa market for beginn step by step cpa money make"
"The Art Of App Design & Marketing",9,"Udemy","12","the art of app design market"
"Stress Management",9,"Udemy","12","stress manag"
"Men's Fashion Style System",9,"Udemy","12","men s fashion style system"
"CSS Development (with CSS3!)",9,"Udemy","12","css develop with css"
"Modify Your WordPress Theme the RIGHT Way Using Child Themes",9,"Udemy","12","modifi your wordpress theme the right way use child theme"
"How To Negotiate Optimum Outcomes Every Time",9,"Udemy","11","how to negoti optimum outcom everi time"
"Time Management: Get 10X More Productive in 8 Steps",9,"Udemy","11","time manag get x more product in step"
"Marketing Presentation Blueprint",9,"Udemy","12","market present blueprint"
"All Women Are Beautiful: A Course on Perfect 10 Beauty",9,"Udemy","11","all women are beauti a cours on perfect beauti"
"Continuing Education: Teach English for Academic Purposes",9,"Udemy","11","continu educ teach english for academ purpos"
"Blender 3d Unleashed: Master 3d Fundamentals Quickly",9,"Udemy","12","blender d unleash master d fundament quick"
"How to Teach With Technology",9,"Udemy","12","how to teach with technolog"
"SAP BW 7.3 Introduction",9,"Udemy","12","sap bw introduct"
"Writing A Book: Learn Your Writing Style & Other Tips",9,"Udemy","11","write a book learn your write style other tip"
"How to Create an Awesome Demo Video for Your Business",9,"Udemy","11","how to creat an awesom demo video for your busi"
"The 5 Keys to a Great Tagline",9,"Udemy","11","the key to a great taglin"
"Fotografía - Composición Fotográfica",9,"Udemy","11","fotografía composición fotográfica"
"The 5 Smart Photoshop Tips and Tricks",9,"Udemy","11","the smart photoshop tip and trick"
"Automate Your Email Marketing Using ActiveCampaign",9,"Udemy","11","autom your email market use activecampaign"
"Introducción al Desarrollo de Aplicaciones Web con Symfony",9,"Udemy","11","introducción al desarrollo de aplicacion web con symfoni"
"Work From Home: How To Work For Big Companies Or On Your Own",9,"Udemy","11","work from home how to work for big compani or on your own"
"Build A Profitable Online Business in 2015 (Complete Guide)",9,"Udemy","11","build a profit onlin busi in complet guid"
"Freelance Kickstart - Launch A Successful Freelancing Career",9,"Udemy","11","freelanc kickstart launch a success freelanc career"
"New Facebook for Brands Workshop, with Web Friendly",9,"Udemy","12","new facebook for brand workshop with web friend"
"Swift Basics",9,"Treehouse","12","swift basic"
"Public Speaking and Presentations 101: For Beginners Only!",9,"Udemy","11","public speak and present for beginn onli"
"Understanding the Brain: The Neurobiology of Everyday Life",9,"Coursera","11","understand the brain the neurobiolog of everyday life"
"Outlining Your Novel: The Hollywood Secret Exposed!",9,"Udemy","11","outlin your novel the hollywood secret expos"
"Hypersonics – from Shock Waves to Scramjets",9,"edX","11","hyperson from shock wave to scramjet"
"Introduction to Linux",9,"edX","11","introduct to linux"
