"course_name","course_rating","course_provider","course_review_num","course_terms"
"How to encourage and teach our children entrepreneurship",9,"Udemy","3","how to encourag and teach our children entrepreneurship"
"Our Earth: Its Climate, History, and Processes",9,"Coursera","3","our earth it climat histori and process"
"Grade 6/7 Math (British Columbia, Canada Curriculum)",9,"Udemy","3","grade math british columbia canada curriculum"
"""""Built To Thrive"""" Maintaining a Fit Body In a Busy World",9,"Udemy","3","built to thrive maintain a fit bodi in a busi world"
"Celebrity Fashion Stylist: Fashion and Styling the Famous",9,"Udemy","3","celebr fashion stylist fashion and style the famous"
"Getting things done with OmniFocus 2",9,"Udemy","3","get thing done with omnifocus"
"Journey Through The Chakras: Reboot life with Kundalini Yoga",9,"Udemy","3","journey through the chakra reboot life with kundalini yoga"
"Introduction to Italian Opera",9,"edX","3","introduct to italian opera"
"Travel Safety Abroad: Your Guide to a Worry Free Vacation",9,"Udemy","3","travel safeti abroad your guid to a worri free vacat"
"Primeros pasos en MongoDB",9,"Udemy","3","primero paso en mongodb"
"Practical Guide to Liquid Photography",9,"Udemy","3","practic guid to liquid photographi"
"Entender a la Juventud",9,"Udemy","3","entend a la juventud"
"Statistics / Data Analysis in SPSS: Descriptive Statistics",9,"Udemy","3","statist data analysi in spss descript statist"
"Martial Arts for Kids",9,"Udemy","3","martial art for kid"
"Social Epidemiology",9,"Coursera","3","social epidemiolog"
"Do-It-Yourself Patent Searching Using Free Web Resources",9,"Udemy","3","do it yourself patent search use free web resourc"
"Ultimate LinkedIn Lead Generation - ANY Business ANY Niche",9,"Udemy","3","ultim linkedin lead generat ani busi ani nich"
"SQL Server Maintenance Plans",9,"Udemy","3","sql server mainten plan"
"Teach Them a Language!",9,"Udemy","3","teach them a languag"
"Web automation using Selenium RC from Scratch",9,"Udemy","3","web autom use selenium rc from scratch"
"Public Speaking Coaching Series",9,"Udemy","3","public speak coach seri"
"Advanced Writing Strategies for Immediate Improvement",9,"Udemy","3","advanc write strategi for immedi improv"
"Email Marketing Profits for Small Businesses",9,"Udemy","3","email market profit for small busi"
"Aprender a escribir a los 4: Método Doman en Preescolar",9,"Udemy","3","aprend a escribir a los método doman en preescolar"
"Limitless Energy: Double Your Energy as an Entrepreneur",9,"Udemy","3","limitless energi doubl your energi as an entrepreneur"
"Learn How to Foam Roll to Prevent and Alleviate Injury",9,"Udemy","3","learn how to foam roll to prevent and allevi injuri"
"Tai Chi Made Fun and Easy",9,"Udemy","3","tai chi made fun and easi"
"Escape Perfectionism, Gain Excellence.",9,"Udemy","3","escap perfection gain excel"
"Modeling a Theme Park Ride in 3d with Maya (Beginner)",9,"Udemy","3","model a theme park ride in d with maya beginn"
"The Book: The History of the Book in the 17th and 18th Century Europe",9,"edX","3","the book the histori of the book in the th and th centuri europ"
"Profit From Storage Auctions - Advanced Selling 2014",9,"Udemy","3","profit from storag auction advanc sell"
"How To Write In College",9,"Udemy","3","how to write in colleg"
"How To Run A Philosophy Salon",9,"Udemy","3","how to run a philosophi salon"
"CCNP TSHOOT 2015 Video Boot Camp with Chris Bryant",9,"Udemy","3","ccnp tshoot video boot camp with chris bryant"
"Swift iOS Course: iOS 8 Apps for every Screen Size",9,"Udemy","3","swift io cours io app for everi screen size"
"The American Dream for the Next Generation",9,"edX","3","the american dream for the next generat"
"Ultimate Blues Guitar Beginner Lessons",9,"Udemy","3","ultim blue guitar beginn lesson"
"Become a Safe and Efficient Dive Explorer",9,"Udemy","3","becom a safe and effici dive explor"
"Beginner Adobe Premiere Pro CS5 Tutorial",9,"Udemy","3","beginn adob premier pro cs tutori"
"Storytelling in Video Basics",9,"Udemy","3","storytel in video basic"
"Android Development with Java Essentials",9,"Udemy","3","android develop with java essenti"
"Automatic Posture: Transform Your Posture in 3 Easy Steps",9,"Udemy","3","automat postur transform your postur in easi step"
"HTML and CSS: Essential Training",9,"Udemy","3","html and css essenti train"
"How to Create Ideas that Sell-NLP Secret Strategies Revealed",9,"Udemy","3","how to creat idea that sell nlp secret strategi reveal"
"Professional documents using Word 2013",9,"Udemy","3","profession document use word"
"Android Programming for Newbies",9,"Udemy","3","android program for newbi"
"Facebook Advertising - A Beginners Guide for Business Owners",9,"Udemy","3","facebook advertis a beginn guid for busi owner"
"How to speak like an American: Part 1",9,"Udemy","3","how to speak like an american part"
"Mathematica 9 for Beginners",9,"Udemy","3","mathematica for beginn"
"Customer Choice Modeling with R",9,"Udemy","3","custom choic model with r"
"AppLovin - Your Mobile Audience delivered",9,"Udemy","3","applovin your mobil audienc deliv"
"HTML5 & CSS3 Site Design",9,"Udemy","3","html css site design"
"Seven Secrets to Hitting a Baseball",9,"Udemy","3","seven secret to hit a basebal"
"Cellular Mechanisms of Brain Function",9,"edX","3","cellular mechan of brain function"
"Mi hijo no lee",9,"Udemy","3","mi hijo no lee"
"Book Cover Design - Easy 3D eBook, Audio & Video Covers",9,"Udemy","3","book cover design easi d ebook audio video cover"
"Mapping Online - Easy to create professional map mash-ups",9,"Udemy","3","map onlin easi to creat profession map mash up"
"Writing for the Web (WriteWeb)",9,"Open2Study","3","write for the web writeweb"
"Access 2010 Introduction",9,"Udemy","3","access introduct"
"Wing Chun Sil Lim Tao - M2 Self defence",9,"Udemy","3","wing chun sil lim tao m self defenc"
"Everything You Need To Speed Up Your Website",9,"Udemy","3","everyth you need to speed up your websit"
"Focus on ESL Skills: Phrasal Verbs",9,"Udemy","3","focus on esl skill phrasal verb"
"Secrets of Magazine Model Photography",9,"Udemy","3","secret of magazin model photographi"
"Simple HTML5 Game Development",9,"Udemy","3","simpl html game develop"
"How to Take Better Photos of Your Kids",9,"Udemy","3","how to take better photo of your kid"
"Flavours of Thought : Recipes for Fresh Thinking",9,"Udemy","3","flavour of thought recip for fresh think"
"3ds Max Furniture Masterclass",9,"Udemy","3","ds max furnitur masterclass"
"Domine a Lei nº 4.751 e Gabarite Todas as Questões da Prova",9,"Udemy","3","domin a lei nº e gabarit toda as questõ da prova"
"Learn SystemVerilog Assertions and Coverage Coding in-depth",9,"Udemy","3","learn systemverilog assert and coverag code in depth"
"Working with Video in Photoshop CS6",9,"Udemy","3","work with video in photoshop cs"
"Grow Your Audience by Building Your own Roku Video Channel",9,"Udemy","3","grow your audienc by build your own roku video channel"
"Real Pilates 7 Day Core Strength & Stamina Transformation",9,"Udemy","3","real pilat day core strength stamina transform"
"Windows 8.1 Made Simple",9,"Udemy","3","window made simpl"
"Triple Your Productivity & Achieve An Extraordinary Life",9,"Udemy","3","tripl your product achiev an extraordinari life"
"Making Agile Work for Your Business",9,"Udemy","3","make agil work for your busi"
"Learn Photoshop Elements 11",9,"Udemy","3","learn photoshop element"
"Manage Project Cost BSBPMG514A",9,"Udemy","3","manag project cost bsbpmg a"
"Website Localization For Beginners",9,"Udemy","3","websit local for beginn"
"Strengthen, Lengthen and Open: Better Every Day WIth Yoga!",9,"Udemy","3","strengthen lengthen and open better everi day with yoga"
"iWork Keynote Training",9,"Udemy","3","iwork keynot train"
"Introduction to Banking and Financial Markets- I",9,"edX","3","introduct to bank and financi market i"
"Facebook advertising",9,"Udemy","3","facebook advertis"
"Create custom vector graphics for free - learn Inkscape now!",9,"Udemy","3","creat custom vector graphic for free learn inkscap now"
"Learn WCF And Web APIs From Scratch",9,"Udemy","3","learn wcf and web api from scratch"
"Como ganar dinero en Internet desde tu casa",9,"Udemy","3","como ganar dinero en internet desd tu casa"
"Grunge Effect - Most Popular Photoshop Retouching Techniques",9,"Udemy","3","grung effect most popular photoshop retouch techniqu"
"Intro to Theoretical Computer Science",9,"Udacity","3","intro to theoret comput scienc"
"How to Make Killer Green Screen Videos",9,"Udemy","3","how to make killer green screen video"
"WordPress Backup And Restore Fundamentals",9,"Udemy","3","wordpress backup and restor fundament"
"Making Money With Your Own Supplement Business",9,"Udemy","3","make money with your own supplement busi"
"How to write KILLER headlines",9,"Udemy","3","how to write killer headlin"
"Spice up your love life now through NLP",9,"Udemy","3","spice up your love life now through nlp"
"Frontend Web Development",9,"Thinkful","3","frontend web develop"
"Solving Public Policy Problems: UC Berkeley’s Eightfold Path",9,"edX","3","solv public polici problem uc berkeley s eightfold path"
"3D Animation & Visual Effects - Introduction to Maya",9,"Udemy","3","d anim visual effect introduct to maya"
"Stock Market for Beginners. Learn to trade",9,"Udemy","3","stock market for beginn learn to trade"
"Fire Analysis of Steel Structures according to Eurocodes",9,"Udemy","3","fire analysi of steel structur accord to eurocod"
"Brew Your Own Beer with the Mr. Beer Kit",9,"Udemy","3","brew your own beer with the mr beer kit"
"UX Research for Apps: User-centric from Concept to Launch",9,"Udemy","3","ux research for app user centric from concept to launch"
"Your Body in the World: Adapting to Your Next Big Adventure",9,"Stanford Online","3","your bodi in the world adapt to your next big adventur"
"How To Move From Finance to a Tech Startup",9,"Udemy","3","how to move from financ to a tech startup"
"Arabic Language for beginner ! Short n sweet introduction",9,"Udemy","3","arab languag for beginn short n sweet introduct"
"Writing for Publication - Bust Writer's Block",9,"Udemy","3","write for public bust writer s block"
"Master Adobe Dreamweaver CC. Training by Infinite Skills",9,"Udemy","3","master adob dreamweav cc train by infinit skill"
"Learn How To Make Money Online With Antiques & Collectibles",9,"Udemy","3","learn how to make money onlin with antiqu collect"
"Golden Lies: Be Creative and Get ANYTHING you want in life!",9,"Udemy","3","golden lie be creativ and get anyth you want in life"
"Introduction to CSS Development",9,"Udemy","3","introduct to css develop"
"Solve Rubik's cube in 6 easy steps",9,"Udemy","3","solv rubik s cube in easi step"
"Introduction to Urology",9,"edX","3","introduct to urolog"
"Beauty Therapy - Massage and Body Treatments",9,"Udemy","3","beauti therapi massag and bodi treatment"
"OS X Yosemite Tips & Tricks",9,"Udemy","3","os x yosemit tip trick"
"Chartered Financial Analyst (CFA) - Level 1 - FRA",9,"Udemy","3","charter financi cfa level fra"
"60 MINUTES BUSINESS MASTERY",9,"Udemy","3","minut busi masteri"
"Teach Kids English",9,"Udemy","3","teach kid english"
"Quantum Mechanics for Scientists and Engineers",9,"Stanford Online","3","quantum mechan for and"
"Business Set Up for Creative Entrepreneurs",9,"Udemy","3","busi set up for creativ entrepreneur"
"Mastering CorelDRAW",9,"Udemy","3","master coreldraw"
"Advanced search form with PHP and MySQL",9,"Udemy","3","advanc search form with php and mysql"
"Facelift to Go - No Botox or Dangerous Surgery",9,"Udemy","3","facelift to go no botox or danger surgeri"
"The Bible- An Introduction to the New Testament",9,"Udemy","3","the bibl an introduct to the new testament"
"Container Gardening Made Easy",9,"Udemy","3","contain garden made easi"
"Easy Club Dance Moves for Men",9,"Udemy","3","easi club danc move for men"
"Write a Powerful Resume Using Our Tried & Tested Template!",9,"Udemy","3","write a power resum use our tri test templat"
"Conditions of War and Peace",9,"Coursera","3","condit of war and peac"
"The Future Of Storytelling",9,"Iversity","3","the futur of storytel"
"HTML & CSS - Quickstart | Ebook included",9,"Udemy","3","html css quickstart ebook includ"
"Wordpress tutorials for beginners",9,"Udemy","3","wordpress tutori for beginn"
"Linear Differential Equations",9,"edX","3","linear differenti equat"
"Hire a Home Improvement Contractor with Confidence",9,"Udemy","3","hire a home improv contractor with confid"
"Philosophy of Language: Solidify Critical Thinking Skills",9,"Udemy","3","philosophi of languag solidifi critic think skill"
"Greek Language Part 2",9,"Udemy","3","greek languag part"
"Easy How To Facebook Fan Pages Training",9,"Udemy","3","easi how to facebook fan page train"
"WordPress For E-Commerce Tutorial - A Definitive Guide",9,"Udemy","3","wordpress for e commerc tutori a definit guid"
"An Introduction to the Akashic Records - Your Soul's Journey",9,"Udemy","3","an introduct to the akash record your soul s journey"
"Animal Behaviour",9,"Coursera","3","anim behaviour"
"Cómo superar tu Problema Sentimental en 6 pasos",9,"Udemy","3","cómo superar tu problema sentiment en paso"
"Create Your Own iPad & Android Publications",9,"Udemy","3","creat your own ipad android public"
"Fundamentals of Digital Image and Video Processing",9,"Coursera","3","fundament of digit imag and video process"
"Beginner Financial Analysis: Invest Like Warren Buffett",9,"Udemy","3","beginn financi analysi invest like warren buffett"
"Discrete Time Signals and Systems, Part 1: Time Domain",9,"edX","3","discret time signal and system part time domain"
"Developing a Healthy GPS (Guy Picking System)",9,"Udemy","3","develop a healthi gps guy pick system"
"Alianças Público Privadas para o Desenvolvimento: Implementando Soluções no Brasil",9,"edX","3","aliança público privada para o desenvolvimento implementando soluçõ no brasil"
"Double Your Business Step By Step",9,"Udemy","3","doubl your busi step by step"
"3 Steps to Raising Capital Fast",9,"Udemy","3","step to rais capit fast"
"Despierta tu Creatividad",9,"Udemy","3","despierta tu creatividad"
"Advanced English Grammar",9,"Udemy","3","advanc english grammar"
"Curso de Vendas Completo - 71 aulas",9,"Udemy","3","curso de venda completo aula"
"5 Steps to Idea Validation in The Real World",9,"Udemy","3","step to idea valid in the real world"
"Desarrollo de Plugins para Wordpress para Principiantes",9,"Udemy","3","desarrollo de plugin para wordpress para principiant"
"Calculus II (Integral Calculus)",9,"Udemy","3","calculus ii integr calculus"
"iOS 7 Option Screens for UIView or Sprite Kit Based Apps",9,"Udemy","3","io option screen for uiview or sprite kit base app"
"Concevoir son Prezi de A à Z",9,"Udemy","3","concevoir son prezi de a à z"
"Building a Profitable Business Network",9,"Udemy","3","build a profit busi network"
"English Essay Writing",9,"Oxford Royale Academy Prep","3","english essay write"
"Microsoft Word 2011 for Mac Tutorial",9,"Udemy","3","microsoft word for mac tutori"
"Body 4 Believers Weight loss",9,"Udemy","3","bodi believ weight loss"
"iOS Development for Beginners",9,"Udemy","3","io develop for beginn"
"Mejora la imagen de tu sitio web o blog con Photoshop!",9,"Udemy","3","mejora la imagen de tu sitio web o blog con photoshop"
"Writing the Body",9,"Udemy","3","write the bodi"
"BITCOIN VISUALLY. Part I.",9,"Udemy","3","bitcoin visual part i"
"Microsoft Excel - Level 1 - Foundations",9,"Udemy","3","microsoft excel level foundat"
"Principles of Public Health",9,"Coursera","3","principl of public health"
"The French Revolution",9,"Coursera","3","the french revolut"
"2. Dereceden Denklemler",9,"Udemy","3","dereceden denkleml"
"30 Day Motivational Makeover : Get Motivated Now!",9,"Udemy","3","day motiv makeov get motiv now"
"Create your own Eureka moment",9,"Udemy","3","creat your own eureka moment"
"How To Change Someone's Mind",9,"Udemy","3","how to chang someon s mind"
"Database Design",9,"Udemy","3","databas design"
"Gestión Participativa",9,"edX","3","gestión participativa"
"It's a SNAP",9,"Udemy","3","it s a snap"
"How to Master Studio Portraiture",9,"Udemy","3","how to master studio portraitur"
"Yeni Başlayanlar için Ado.Net hakkında herşey",9,"Udemy","3","yeni başlayanlar için ado net hakkında herşey"
"Aprenda Citrix XenApp 6.5",9,"Udemy","3","aprenda citrix xenapp"
"Learn Swift: Build an MVP using Gamification",9,"Udemy","3","learn swift build an mvp use gamif"
"Play Piano Today - Easy Festive Favorites & Piano Party Hits",9,"Udemy","3","play piano today easi festiv favorit piano parti hit"
"Microsoft Office 2010 Made Easy",9,"Udemy","3","microsoft offic made easi"
"Gana dinero vendiendo tus fotografías online",9,"Udemy","3","gana dinero vendiendo tus fotografía onlin"
"Personal Financial Well-Being",9,"Udemy","3","person financi well be"
"The A-Z of Building Your Own Video Production Business",9,"Udemy","3","the a z of build your own video product busi"
"Basic Steps in Magnetic Resonance",9,"edX","3","basic step in magnet reson"
"Housing and Cities",9,"edX","3","hous and citi"
"Machine Learning Foundations: A Case Study Approach",9,"Coursera","3","machin learn foundat a case studi approach"
"AIDS",9,"Coursera","3","aid"
"Be Pain free now through self hypnosis",9,"Udemy","3","be pain free now through self hypnosi"
"Get Your Book Fit!",9,"Udemy","3","get your book fit"
"Circular Economy: An Introduction",9,"edX","3","circular economi an introduct"
"Discover Your Calling",9,"Udemy","3","discov your call"
"Practical Statistics for The User Experience I",9,"Udemy","3","practic statist for the user i"
"Meditation for Stress",9,"Udemy","3","medit for stress"
"Chartered Financial Analyst (CFA) Level 1 - 2015 Curriculum",9,"Udemy","3","charter financi cfa level curriculum"
"Camtasia Studio 8",9,"Udemy","3","camtasia studio"
"China 101: All you need to succeed in the Middle Kingdom",9,"Udemy","3","china all you need to succeed in the middl kingdom"
"Massively Multivariable Open Online Calculus Course",9,"Coursera","3","massiv multivari open onlin calculus cours"
"How To Buy a NEW Car with Confidence!",9,"Udemy","3","how to buy a new car with confid"
"Become a Tea Master",9,"Udemy","3","becom a tea master"
"Soundscaping for health, relationships and success",9,"Udemy","3","soundscap for health relationship and success"
"Learn to Ask Your Dream Salary for Your Dream Job",9,"Udemy","3","learn to ask your dream salari for your dream job"
"How to Teach Online and Create a Passive Income Stream",9,"Udemy","3","how to teach onlin and creat a passiv incom stream"
"Get Certified in SAP HANA",9,"Udemy","3","get certifi in sap hana"
"Produce a Video News Release—For Beginners",9,"Udemy","3","produc a video news releas for beginn"
"Don't Break the Back Button! Use the HTML5 History API",9,"Udemy","3","don t break the back button use the html histori api"
"Tesis: ¿cómo plantear el proyecto?",9,"Udemy","3","tesi cómo plantear el proyecto"
"Get More App Downloads & Rank Higher App Store Optimization",9,"Udemy","3","get more app download rank higher app store optim"
"Lose Weight: While Eating a Pizza",9,"Udemy","3","lose weight while eat a pizza"
"Machine Learning: Regression",9,"Coursera","3","machin learn regress"
"How To Create a Business Directory Website With Joomla",9,"Udemy","3","how to creat a busi directori websit with joomla"
"Intro to Point & Click App Development",9,"Udacity","3","intro to point click app develop"
"SalesForce.com Essentials",9,"Udemy","3","salesforc com essenti"
"Get Out of the Gluten Glut (Part 2): How to Go Gluten-Free",9,"Udemy","3","get out of the gluten glut part how to go gluten free"
"Excel Charts - Online Training",9,"Udemy","3","excel chart onlin train"
"Introduction to Databases",9,"Coursera","3","introduct to databas"
"Become an eCommerce Startup",9,"Udemy","3","becom an ecommerc startup"
"The Vision of Your Most Influential Self",9,"Udemy","3","the vision of your most influenti self"
"CCNP ROUTE 2015 Free Video Boot Camp:  OSPF, Stubs, And More",9,"Udemy","3","ccnp rout free video boot camp ospf stub and more"
"Transform Self Doubt into Confidence",9,"Udemy","3","transform self doubt into confid"
"An Introduction to Law",9,"Oxford Royale Academy Prep","3","an introduct to law"
"Data Analysis with R",9,"Udacity","3","data analysi with r"
"ZK Web And Mobile Apps From Scratch Using Java",9,"Udemy","3","zk web and mobil app from scratch use java"
"Emergency Photoshop Retouching for Photographers",9,"Udemy","3","emerg photoshop retouch for photograph"
"Travel with Confidence and Courage",9,"Udemy","3","travel with confid and courag"
"Microsoft Access 2010 Training - Advanced",9,"Udemy","3","microsoft access train advanc"
"Natural Language Processing",9,"Coursera","3","natur languag process"
"Starting Your First Wordpress Blog: From Idea to First Post",9,"Udemy","3","start your first wordpress blog from idea to first post"
"Prepare and evaluate tender documentation CPCCBC4013A",9,"Udemy","3","prepar and evalu tender document cpccbc a"
"Mechanical Behavior of Materials, Part 2: Stress Transformations, Beams, Columns, and Cellular Solids",9,"edX","3","mechan behavior of materi part stress transform beam column and cellular solid"
"A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/JQuery Course",9,"Udemy","3","a hour sql server asp net css c jqueri cours"
"Orchard CMS Theme Development Tutorial For Beginners",9,"Udemy","3","orchard cms theme develop tutori for beginn"
"Revive Your Relationship in 10 Minutes a Week",9,"Udemy","3","reviv your relationship in minut a week"
"The Definitive Guide For Website Owners",9,"Udemy","3","the definit guid for websit owner"
"Excel Essentials",9,"Udemy","3","excel essenti"
"Remote Viewing Basics- Turn Intuition into Super Psychic",9,"Udemy","3","remot view basic turn intuit into super psychic"
"Probate Real Estate",9,"Udemy","3","probat real estat"
"PowerPoint: Make your own fun & professional presentations!",9,"Udemy","3","powerpoint make your own fun profession present"
"Desarrollo de Videojuegos para iOS, Android y BlackBerry10",9,"Udemy","3","desarrollo de videojuego para io android y blackberri"
"Learn how to code in objective c for beginners",9,"Udemy","3","learn how to code in object c for beginn"
"SolidWorks Essential Training",9,"Udemy","3","solidwork essenti train"
"Light & Process: Landscape Photography",9,"Udemy","3","light process landscap photographi"
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",9,"Udemy","3","an introduct mt email sound notif forex alert"
"Great Presentation Skills Made Easy: Stand out & succeed.",9,"Udemy","3","great present skill made easi stand out succeed"
"Learn the Secrets of Probate Real Estate Investing",9,"Udemy","3","learn the secret of probat real estat invest"
"Outsourcing Blueprint - How to Build a Virtual Dream Team",9,"Udemy","3","outsourc blueprint how to build a virtual dream team"
"Diseña un Landing Page con HTML5, CSS3, Bootstrap y Parallax",9,"Udemy","3","diseña un land page con html css bootstrap y parallax"
"1 hour excel for absolute beginners",9,"Udemy","3","hour excel for absolut beginn"
"Unorthodox LSAT Reading Comprehension",9,"Udemy","3","unorthodox lsat read comprehens"
"Advanced Mac OS X - Technical And Security Skills",9,"Udemy","3","advanc mac os x technic and secur skill"
"Learning To Program In Java 8 - Video Based Training",9,"Udemy","3","learn to program in java video base train"
"Make Money Online Trading Penny Stocks In 10 Easy Steps",9,"Udemy","3","make money onlin trade penni stock in easi step"
"Chakra Evolutions Technique´s",9,"Udemy","3","chakra evolut techniqu s"
"2D Video Game Character Animation for Beginners",9,"Udemy","3","d video game charact anim for beginn"
"Wordpress plugin development & marketing Wordpress plugins",9,"Udemy","3","wordpress plugin develop market wordpress plugin"
"2D Digital Animation with Flash Part-1",9,"Udemy","3","d digit anim with flash part"
"Strategies for Marketing Successfully in Social Media",9,"Udemy","3","strategi for market success in social media"
"Advanced Options Concepts - Probability, Greeks, Simulation",9,"Udemy","3","advanc option concept probabl greek simul"
"Sustainable Agricultural Land Management",9,"Coursera","3","sustain agricultur land manag"
"Master Solving Two Step Equations",9,"Udemy","3","master solv two step equat"
"10 Career Boosting Resolutions",9,"Udemy","3","career boost resolut"
"Russian in Dialogues Made Easy and Fun. Part 1.",9,"Udemy","3","russian in dialogu made easi and fun part"
"Project Management Master Class",9,"Udemy","3","project manag master class"
"Power Pivot Workshop Advanced",9,"Udemy","3","power pivot workshop advanc"
"Teach Online: How To Create In-Demand Online Courses",9,"Udemy","3","teach onlin how to creat in demand onlin cours"
"Chemistry 101 - Part 1 Principles of Chemistry",9,"Udemy","3","chemistri part principl of chemistri"
"Guitar Techniques",9,"Udemy","3","guitar techniqu"
"WORDPRESS: сделайте свой сайт сами",9,"Udemy","3","wordpress сделайте свой сайт сами"
"At-Home Yoga Retreat",9,"Udemy","3","at home yoga retreat"
"Chasing the Light: Photography and the Practice of Seeing",9,"Udemy","3","chase the light photographi and the practic of see"
"HTML: Ready, Set, Go...",9,"Udemy","3","html readi set go"
"Limit ve Süreklilik 3 - Konu Anlatımı",9,"Udemy","3","limit ve süreklilik konu anlatımı"
"Make a professional website - 30 Day Guarantee. Discounted!",9,"Udemy","3","make a profession websit day guarante discount"
"Microsoft Project 2013 Advanced Training",9,"Udemy","3","microsoft project advanc train"
"Motivate Yourself Now Through 6 NLP Techniques",9,"Udemy","3","motiv yourself now through nlp techniqu"
"Strategic Communications",9,"Udemy","3","strateg communic"
"Create a Finger-Drumming Rack in Ableton Live (Basics)",9,"Udemy","3","creat a finger drum rack in ableton live basic"
"Microsoft Excel - Advanced Formulas And Functions",9,"Udemy","3","microsoft excel advanc formula and function"
"Business strategy: how to win in an unpredictable world",9,"Udemy","3","busi strategi how to win in an unpredict world"
"The Ultimate Guide to Boost Your Energy!",9,"Udemy","3","the ultim guid to boost your energi"
"Descubre Swift e iOS 8",9,"Udemy","3","descubr swift e io"
"WordPress Content Marketing Training Course",9,"Udemy","3","wordpress content market train cours"
"YouTube Thumbnail Treasures for Social Media Marketing",9,"Udemy","3","youtub thumbnail treasur for social media market"
"Aromatherapy Basics",9,"Udemy","3","aromatherapi basic"
"Creating Kid's Games with Construct 2",9,"Udemy","3","creat kid s game with construct"
"Get Ready for Marriage!",9,"Udemy","3","get readi for marriag"
"Project Management Professional (PMP®) Exam Preparation",9,"Udemy","3","project manag profession pmp exam prepar"
"Create Multilingual Websites using Wordpress",9,"Udemy","3","creat multilingu websit use wordpress"
"Aplica técnicas avanzadas de Liderazgo en tu carrera",9,"Udemy","3","aplica técnica avanzada de liderazgo en tu carrera"
"Study This eBay Technique, And Make Tons Of Cash On eBay.",9,"Udemy","3","studi this ebay techniqu and make ton of cash on ebay"
"Cisco 100-101 (ICND1) Exam Training Made Easy",9,"Udemy","3","cisco icnd exam train made easi"
"One on One Apple Personal Training for (MAC)",9,"Udemy","3","one on one appl person train for mac"
"Excel 2010 for the New Project Manager (PM)",9,"Udemy","3","excel for the new project manag pm"
"Finanças básicas para empreendedores",9,"Udemy","3","finança básica para empreendedor"
"HDR Photography Tutorial. Learn To Creating Stunning HDR",9,"Udemy","3","hdr photographi tutori learn to creat stun hdr"
"GRIFFIN SAT: A Complete Course On Acing the SAT",9,"Udemy","3","griffin sat a complet cours on ace the sat"
"Microsoft Windows Server 2012 Certification - Exam 70-411",9,"Udemy","3","microsoft window server certif exam"
"SAP - SAP Web Dynpro ABAP Advanced",9,"Udemy","3","sap sap web dynpro abap advanc"
"Teach with Your iPad: Part I",9,"Udemy","3","teach with your ipad part i"
"SAP SD Interview Questions",9,"Udemy","3","sap sd interview question"
"360 Degrees of Success",9,"Udemy","3","degre of success"
"Everything You Need To Know About Botox (+ Live Demos)",9,"Udemy","3","everyth you need to know about botox live demo"
"SAT Math",9,"Udemy","3","sat math"
"Aprende a Elaborar una Tarta en forma de Manzana con Gusano",9,"Udemy","3","aprend a elaborar una tarta en forma de manzana con gusano"
"Photoshop Accelerated",9,"Udemy","3","photoshop acceler"
"SAP HANA",9,"Udemy","3","sap hana"
"CFA Calculator",9,"Udemy","3","cfa calcul"
"Using Video to Rank Higher in Google",9,"Udemy","3","use video to rank higher in googl"
"Amazing Sunset Photography",9,"Udemy","3","amaz sunset photographi"
"Learn InDesign CC from scratch",9,"Udemy","3","learn indesign cc from scratch"
"Beginning Music Theory - Hands-On Approach",9,"Udemy","3","begin music theori hand on approach"
"Agile Management: The art of servant leadership",9,"Udemy","3","agil manag the art of servant leadership"
"How to Get That Raise",9,"Udemy","3","how to get that rais"
"Design A Best-In-Class Business",9,"Udemy","3","design a best in class busi"
"Team Building: How To Build High-Performing Teams In 1 Day",9,"Udemy","3","team build how to build high perform team in day"
"How to Build a WordPress Blog From Scratch in 1 Day",9,"Udemy","3","how to build a wordpress blog from scratch in day"
"The Professional Way: Learn Electronic Music Production",9,"Udemy","3","the profession way learn electron music product"
"Economics of Money and Banking, Part Two",9,"Coursera","3","econom of money and bank part two"
"Bootstrap UI Development for Everyone",9,"Udemy","3","bootstrap ui develop for everyon"
"AC100: المدينة العربية المعاصرة",9,"Edraak","3","ac"
"Writing an Effective Desk Research Paper",9,"Udemy","3","write an effect desk research paper"
"Personal Finance Autopilot - Budgeting Made Easy!",9,"Udemy","3","person financ autopilot budget made easi"
"Accounting 101: Guide to Business Accounting",9,"Udemy","3","account guid to busi account"
"Non-Parametric Analysis",9,"Udemy","2","non parametr analysi"
"Incentive Freebie Website Formula",9,"Udemy","2","incent freebi websit formula"
"The Six Simple Keys To Prosperity",9,"Udemy","2","the six simpl key to prosper"
"Learn Chakra Balancing to Increase Energy and Happiness",9,"Udemy","2","learn chakra balanc to increas energi and happi"
"Learn Locking | A hip-hop funk dance",9,"Udemy","2","learn lock a hip hop funk danc"
"Transform Your Garden Design",9,"Craftsy","2","transform your garden design"
"Scholarships - Finding Free Money for College",9,"Udemy","2","scholarship find free money for colleg"
"Learn Microsoft Windows 7",9,"Udemy","2","learn microsoft window"
"Excel for All: Beginner to Experts",9,"Udemy","2","excel for all beginn to expert"
"How to Become a Life Coach and Get Paid",9,"Udemy","2","how to becom a life coach and get paid"
"Introduction to Aerodynamics",9,"edX","2","introduct to aerodynam"
"Where to Market and Sell Information Products",9,"Udemy","2","where to market and sell inform product"
"How to create a winning TV Pilot Proposal",9,"Udemy","2","how to creat a win tv pilot propos"
